省份,剧种,BV号,视频进度(秒),弹幕内容
四川,川剧,BV1Ps411i7yr,7778.705,以为抓住白娘子了
四川,川剧,BV1Ps411i7yr,354.338,盛唐就有蜀戏冠天下之美誉
四川,川剧,BV1Ps411i7yr,7087.229,波浪发动机
四川,川剧,BV1Ps411i7yr,6537.711,果然是绝技，厉害了！
四川,川剧,BV1Ps411i7yr,6303.933,厉害！！！
四川,川剧,BV1Ps411i7yr,5766.495,神佛想接回桂枝罗汉继续修行吧
四川,川剧,BV1Ps411i7yr,5509.981,好功夫！！！
四川,川剧,BV1Ps411i7yr,5498.237,南极仙翁人善心态好，难怪会成老寿星
四川,川剧,BV1Ps411i7yr,5198.753,好可怜啊！
四川,川剧,BV1Ps411i7yr,4717.712,真是不作不死啊
四川,川剧,BV1Ps411i7yr,1849.703,宜室 -- 和睦，或 特指夫妻和睦
四川,川剧,BV1Ps411i7yr,3657.009,摌字有以手动物及挥动之意
四川,川剧,BV1Ps411i7yr,3362.353,梭有滑动之意
四川,川剧,BV1Ps411i7yr,3200.91,当真话，在哪里喃？
四川,川剧,BV1Ps411i7yr,8.627,其中的川剧最全最精彩也最古典
四川,川剧,BV1Ps411i7yr,8.133,共有三百六十多个戏曲的衍生版
四川,川剧,BV1Ps411i7yr,8.11,白蛇传为华夏四大爱情传说之首
四川,川剧,BV1Ps411i7yr,51.014,绝美女青儿
四川,川剧,BV1Ps411i7yr,75.122,故川戏艄翁惟妙惟肖。
四川,川剧,BV1Ps411i7yr,75.122,蜀道难导致航运发达，
四川,川剧,BV1Ps411i7yr,83.376,汪曾琪：川剧喜剧多，品味极高，真正的喜剧
四川,川剧,BV1Ps411i7yr,70.103,双胞胎兄弟？
四川,川剧,BV1Ps411i7yr,62.022,哈哈！rap大师王道陵
四川,川剧,BV1Ps411i7yr,47.227,最帅男小青，最美女小青
四川,川剧,BV1Ps411i7yr,39.876,女神白娘子
四川,川剧,BV1Ps411i7yr,3962.946,川剧的念白，简直无敌了！
四川,川剧,BV1Ps411i7yr,3860.637,许仙姐姐有一个金童玉
四川,川剧,BV1Ps411i7yr,3842.792,你喃～～就是一个刘全进！--（瓜）
四川,川剧,BV1Ps411i7yr,3841.457,觉和脚都念jo
四川,川剧,BV1Ps411i7yr,3833.457,讥人面黄鼻塞也！
四川,川剧,BV1Ps411i7yr,3833.457,鼻有雁门紫，(塞)
四川,川剧,BV1Ps411i7yr,3833.457,面作天地玄，(黄)
四川,川剧,BV1Ps411i7yr,3833.457,隋启颜录有诗曰：
四川,川剧,BV1Ps411i7yr,3830.864,反清袍哥再推广。
四川,川剧,BV1Ps411i7yr,3830.864,三明一暗言末字，
四川,川剧,BV1Ps411i7yr,3830.864,始于东汉盛于唐，
四川,川剧,BV1Ps411i7yr,3830.864,又名斩言字或子，
四川,川剧,BV1Ps411i7yr,3830.864,又名斩言字或子，
四川,川剧,BV1Ps411i7yr,3830.864,西南官话斩言辞，
四川,川剧,BV1Ps411i7yr,3830.864,看川戏回温文史：
四川,川剧,BV1Ps411i7yr,3510.466,嗨呀我还不快跑哇！
四川,川剧,BV1Ps411i7yr,4128.825,好着急啊
四川,川剧,BV1Ps411i7yr,2750.758,王——贝——贝——！
四川,川剧,BV1Ps411i7yr,3788.612,名场面川剧饶舌高能预警
四川,川剧,BV1Ps411i7yr,3069.027,开始调戏许仙了
四川,川剧,BV1Ps411i7yr,2644.053,省了对对联结婚一段
四川,川剧,BV1Ps411i7yr,2201.273,不好找，要抓紧哦，哈哈哈哈
四川,川剧,BV1Ps411i7yr,1957.781,两人不熟悉，直接喊幺妹儿就轻佻了
四川,川剧,BV1Ps411i7yr,1957.768,幺妹儿是昵称，大姐是尊称
四川,川剧,BV1Ps411i7yr,685.979,这是尾巴
四川,川剧,BV1Ps411i7yr,3199.544,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,2479.845,太可爱了吧
四川,川剧,BV1Ps411i7yr,8121.83,B站有准全本的12集电视版
四川,川剧,BV1Ps411i7yr,6660.002,"不论男女,交到青哥都幸运"
四川,川剧,BV1Ps411i7yr,567.953,自带特效
四川,川剧,BV1Ps411i7yr,7721.088,川剧打戏最精彩的桥段
四川,川剧,BV1Ps411i7yr,5812.01,不是全本的
四川,川剧,BV1Ps411i7yr,2937.813,这个巴伐利亚州旗瞩目
四川,川剧,BV1Ps411i7yr,1554.879,去二仙桥
四川,川剧,BV1Ps411i7yr,1139.903,应该读her眼吧
四川,川剧,BV1Ps411i7yr,360.704,四川人来看看
四川,川剧,BV1Ps411i7yr,2337.669,海贼   王路飞
四川,川剧,BV1Ps411i7yr,7718.183,法海坐在了，当泥菩萨
四川,川剧,BV1Ps411i7yr,5539.751,癞巴狗又来了
四川,川剧,BV1Ps411i7yr,1318.212,你们是来看剧的吗
四川,川剧,BV1Ps411i7yr,2684.977,小青每天被迫吃狗粮
四川,川剧,BV1Ps411i7yr,1654.795,你们这个船，到底有多大
四川,川剧,BV1Ps411i7yr,1498.233,小青你咋不穿水衣
四川,川剧,BV1Ps411i7yr,1476.023,这个许仙身段漂亮
四川,川剧,BV1Ps411i7yr,1424.138,这个许仙会讲价哦
四川,川剧,BV1Ps411i7yr,1372.335,前面的，那是雨水
四川,川剧,BV1Ps411i7yr,1039.736,哦豁！
四川,川剧,BV1Ps411i7yr,1025.601,他想慢慢打动你
四川,川剧,BV1Ps411i7yr,1015.575,他想来软的
四川,川剧,BV1Ps411i7yr,971.746,这个就是小青
四川,川剧,BV1Ps411i7yr,930.918,你想屁吃
四川,川剧,BV1Ps411i7yr,613.501,你马上就要变小青了
四川,川剧,BV1Ps411i7yr,602.547,大青你好
四川,川剧,BV1Ps411i7yr,7821.989,这真在现场手能拍断，就是不瞎切镜头就好
四川,川剧,BV1Ps411i7yr,7669.34,卧槽卧槽卧槽卧槽
四川,川剧,BV1Ps411i7yr,7586.697,卧槽
四川,川剧,BV1Ps411i7yr,1539.39,白娘子好矜持
四川,川剧,BV1Ps411i7yr,2486.233,我以为会有呢
四川,川剧,BV1Ps411i7yr,2466.787,牵眼线
四川,川剧,BV1Ps411i7yr,4523.445,黑死你个鬼孙
四川,川剧,BV1Ps411i7yr,4295.378,白娘子表情太到位了
四川,川剧,BV1Ps411i7yr,3849.714,该背时
四川,川剧,BV1Ps411i7yr,2916.644,笑yue了
四川,川剧,BV1Ps411i7yr,2636.661,前面论文的别走~！
四川,川剧,BV1Ps411i7yr,1217.092,好帅！
四川,川剧,BV1Ps411i7yr,1965.9,小青站着还在演做船上摇晃的动作，好细节啊
四川,川剧,BV1Ps411i7yr,97.719,以前在优酷看的，画面那叫一个糊
四川,川剧,BV1Ps411i7yr,25.214,妈耶 我发现宝贝了
四川,川剧,BV1Ps411i7yr,1880.616,哈哈哈哈哈哈哈哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,1585.775,哈哈哈哈哈哈哈哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,2926.205,儿啦~~~~~
四川,川剧,BV1Ps411i7yr,2473.096,非静止画面
四川,川剧,BV1Ps411i7yr,1550.521,道德绑架
四川,川剧,BV1Ps411i7yr,206.574,18
四川,川剧,BV1Ps411i7yr,2390.074,这一句我晓得啥子哦，简直妙哉，就说明是说给许仙的嘛。
四川,川剧,BV1Ps411i7yr,2207.287,好一句：不好找哦
四川,川剧,BV1Ps411i7yr,2097.207,你这个主意才打的好啊
四川,川剧,BV1Ps411i7yr,2026.687,拜扫坟园就呼应了前面拿的那个道具
四川,川剧,BV1Ps411i7yr,1155.785,改拳为兰花指，要隐藏，细节满分
四川,川剧,BV1Ps411i7yr,1592.869,娘娘走路美
四川,川剧,BV1Ps411i7yr,5010.938,都是动物还分等级，神仙也看脸
四川,川剧,BV1Ps411i7yr,520.874,幕布都这么好看
四川,川剧,BV1Ps411i7yr,3975.18,skr
四川,川剧,BV1Ps411i7yr,3268.736,鬼畜?
四川,川剧,BV1Ps411i7yr,2397.984,学到老活到老
四川,川剧,BV1Ps411i7yr,2205.89,小生扮相我的天
四川,川剧,BV1Ps411i7yr,1495.882,我很吃许仙的颜
四川,川剧,BV1Ps411i7yr,2027.161,父母双亡，没车没房
四川,川剧,BV1Ps411i7yr,3388.672,虾蟆
四川,川剧,BV1Ps411i7yr,361.546,别捧一踩一啊
四川,川剧,BV1Ps411i7yr,1609.916,身段真美啊
四川,川剧,BV1Ps411i7yr,6837.79,好！川剧这一句硬是要得
四川,川剧,BV1Ps411i7yr,5979.758,奴婢男女都可以指，例如戏里的太监
四川,川剧,BV1Ps411i7yr,5608.469,嘴型对不上呀，像音像？
四川,川剧,BV1Ps411i7yr,5124.038,仙童在撒尿， 您唱的这会儿工夫早把灵芝采下了
四川,川剧,BV1Ps411i7yr,1725.12,王伯伯：啷个问了我一句就跟别个紧到说了呢？
四川,川剧,BV1Ps411i7yr,1496.881,拼车在四川是有历史的
四川,川剧,BV1Ps411i7yr,868.815,川剧的龙套也得科班出身啊
四川,川剧,BV1Ps411i7yr,5737.035,出家人你打诳语了
四川,川剧,BV1Ps411i7yr,3591.145,造型真美
四川,川剧,BV1Ps411i7yr,1607.113,这身段太好了
四川,川剧,BV1Ps411i7yr,2135.945,王贝贝把船这么快开到了，还怎么继续聊呢？小青这是在怪他呢。
四川,川剧,BV1Ps411i7yr,4184.648,真的神了
四川,川剧,BV1Ps411i7yr,4105.928,心中万般着急呀
四川,川剧,BV1Ps411i7yr,4095.568,配乐扣人心弦
四川,川剧,BV1Ps411i7yr,109.143,汪曾祺先生对川剧评价极高
四川,川剧,BV1Ps411i7yr,7924.541,要生产了
四川,川剧,BV1Ps411i7yr,724.814,高腔现在也开始配乐可
四川,川剧,BV1Ps411i7yr,499.269,散会，哈哈哈
四川,川剧,BV1Ps411i7yr,258.451,现在高腔也开始加一些伴奏了，毕竟人的审美要求越来越多样
四川,川剧,BV1Ps411i7yr,168.025,这么大的开场，现场一定很震撼！！！
四川,川剧,BV1Ps411i7yr,3702.677,铲就是抽
四川,川剧,BV1Ps411i7yr,23.998,2020.12
四川,川剧,BV1Ps411i7yr,767.953,好美啊
四川,川剧,BV1Ps411i7yr,4345.203,劳资想锤你坨
四川,川剧,BV1Ps411i7yr,3715.261,哈哈哈哈  小青工具人
四川,川剧,BV1Ps411i7yr,3588.06,牛逼
四川,川剧,BV1Ps411i7yr,3446.705,哈哈哈  要咬人
四川,川剧,BV1Ps411i7yr,3412.172,哈哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,3317.622,哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,3229.121,黑死人咯
四川,川剧,BV1Ps411i7yr,3196.252,哈哈哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,3149.353,哈哈哈哈
四川,川剧,BV1Ps411i7yr,2491.239,哈哈哈哈 死老头
四川,川剧,BV1Ps411i7yr,2448.062,哈哈哈
四川,川剧,BV1Ps411i7yr,2311.703,哎呀  遭不住了
四川,川剧,BV1Ps411i7yr,1874.265,我太难了
四川,川剧,BV1Ps411i7yr,1805.587,哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,1726.981,哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,1289.36,要没有字幕真听不懂
四川,川剧,BV1Ps411i7yr,502.999,咋拿了个锅盖
四川,川剧,BV1Ps411i7yr,122.457,像是五腔里面现在最少见的昆腔
四川,川剧,BV1Ps411i7yr,857.947,戏服诱惑
四川,川剧,BV1Ps411i7yr,8090.075,你们怎么不把王婉青的头像 直接贴上去呢
四川,川剧,BV1Ps411i7yr,7995.011,按理说 便利店的门招 还不够显眼 网吧还要配吗
四川,川剧,BV1Ps411i7yr,7579.564,有时 上课 看书 都一样
四川,川剧,BV1Ps411i7yr,7552.835,演员演到嗨了 观众打鸡血了 要冷静啊
四川,川剧,BV1Ps411i7yr,7527.26,注意看结局啊 好戏都在后面 结局都是总结 就是有的排练了 有的时间没到  没有实现
四川,川剧,BV1Ps411i7yr,5840.891,一路上 各地方的人很多 土 不  人  所以要算
四川,川剧,BV1Ps411i7yr,5130.891,人猿泰山 原先人都是不出来的 靠山住
四川,川剧,BV1Ps411i7yr,4982.645,白蛇传 感觉就是 牙行 白蛇是形容词 白说是本意 与现代人理解的白说不一样
四川,川剧,BV1Ps411i7yr,4724.163,是吧 都不认识的 直接吃饭有点唐突（汤团） 有的落脚点叫牙行 反而直接
四川,川剧,BV1Ps411i7yr,4525.235,从本意而言 戏不好排 得看对面胃口 演的太过 容易争议 出去对表 还带了自己的本票
四川,川剧,BV1Ps411i7yr,4329.611,对表
四川,川剧,BV1Ps411i7yr,4095.618,演员 兼职 工人有没有工资？
四川,川剧,BV1Ps411i7yr,3831.243,导演 观众不一样 有的我满意了 有的你满意了
四川,川剧,BV1Ps411i7yr,3766.819,有的视频 一次没有演示成功 有败笔 需要后期整合
四川,川剧,BV1Ps411i7yr,3681.584,还有的视频是配合当时 行动派 调动的
四川,川剧,BV1Ps411i7yr,3591.214,玩的出 玩不出 圣斗士 行动派
四川,川剧,BV1Ps411i7yr,3544.959,好看 气功 简单 批发 PPT 好玩
四川,川剧,BV1Ps411i7yr,2168.373,对了 大家吃的是散装米  袋装米？长时间吃袋装米 喝纯净水 会掉头发的
四川,川剧,BV1Ps411i7yr,1042.012,家家户户隔着大门 公路 河道  时间越长 越不升级 误会的越多 反意昭然若揭
四川,川剧,BV1Ps411i7yr,856.347,不是一起出来的 升级 不同步
四川,川剧,BV1Ps411i7yr,832.716,知天命  我命由我不由天
四川,川剧,BV1Ps411i7yr,811.43,白蛇 许仙 法海  妖 人 神
四川,川剧,BV1Ps411i7yr,537.78,白纸 黑字 橡皮
四川,川剧,BV1Ps411i7yr,5169.876,可能演员年轻吧，气息没有其他演员那么强，音量和共鸣相对小一些
四川,川剧,BV1Ps411i7yr,310.164,到底是戏还是歌啊哈哈哈
四川,川剧,BV1Ps411i7yr,3957.718,rap
四川,川剧,BV1Ps411i7yr,2506.111,刚打了道雷
四川,川剧,BV1Ps411i7yr,2390.911,施个法
四川,川剧,BV1Ps411i7yr,1368.361,为了看小青 这视频我都看好几遍了
四川,川剧,BV1Ps411i7yr,7644.281,差点亲上
四川,川剧,BV1Ps411i7yr,7562.633,这里用二倍速，翻跟斗的简直跟风火轮一样
四川,川剧,BV1Ps411i7yr,7307.742,法海这钱挣得太容易了
四川,川剧,BV1Ps411i7yr,7078.023,蚌精姐姐们好漂亮啊
四川,川剧,BV1Ps411i7yr,7046.423,等会儿熊瞎子就来给你偷了
四川,川剧,BV1Ps411i7yr,6533.893,？？？？！
四川,川剧,BV1Ps411i7yr,6502.418,这降魔杵好好看
四川,川剧,BV1Ps411i7yr,6447.313,握草韦陀都来了
四川,川剧,BV1Ps411i7yr,6414.613,na tuo
四川,川剧,BV1Ps411i7yr,6052.148,握草娘娘好帅
四川,川剧,BV1Ps411i7yr,5974.508,握草青哥好有男友力
四川,川剧,BV1Ps411i7yr,5849.656,勒摩灯儿红涂得
四川,川剧,BV1Ps411i7yr,5511.613,哇
四川,川剧,BV1Ps411i7yr,7706.937,前方高能
四川,川剧,BV1Ps411i7yr,5061.637,好帅！！
四川,川剧,BV1Ps411i7yr,4867.018,你殉他干啥你等他转世啊！！！
四川,川剧,BV1Ps411i7yr,3589.289,好啊真功夫啊这个
四川,川剧,BV1Ps411i7yr,3512.793,娘娘换衣服了！！
四川,川剧,BV1Ps411i7yr,1313.806,发出了好配的声音
四川,川剧,BV1Ps411i7yr,1188.181,囍
四川,川剧,BV1Ps411i7yr,1095.996,好就这样，别变回去了
四川,川剧,BV1Ps411i7yr,986.967,青哥！别去！！这不是你的bgm！快回来！！
四川,川剧,BV1Ps411i7yr,952.167,娘子接剑好帅！！
四川,川剧,BV1Ps411i7yr,925.714,好直球啊草，惊了
四川,川剧,BV1Ps411i7yr,561.942,青哥来了
四川,川剧,BV1Ps411i7yr,538.882,给大爷上个果盘
四川,川剧,BV1Ps411i7yr,386.91,哈哈哈哈嗝我入不了戏太乐了这个
四川,川剧,BV1Ps411i7yr,184.207,川剧确实说四川话啊…
四川,川剧,BV1Ps411i7yr,339.059,身段好看
四川,川剧,BV1Ps411i7yr,268.064,好漂亮
四川,川剧,BV1Ps411i7yr,1182.589,内江
四川,川剧,BV1Ps411i7yr,1706.515,老实话哈哈哈哈哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,7959.071,失误了
四川,川剧,BV1Ps411i7yr,6497.245,接下来全是川剧绝技
四川,川剧,BV1Ps411i7yr,6467.639,前方高能，我管人员火速撤离
四川,川剧,BV1Ps411i7yr,6822.438,安逸巴适得很
四川,川剧,BV1Ps411i7yr,843.464,这云肩
四川,川剧,BV1Ps411i7yr,8125.527,一捧一吹就显得你很低级
四川,川剧,BV1Ps411i7yr,1231.1,强调爱了
四川,川剧,BV1Ps411i7yr,149.244,前面的唱戏还要话筒？
四川,川剧,BV1Ps411i7yr,25.794,二刷
四川,川剧,BV1Ps411i7yr,133.933,川剧有五种腔调。哈哈哈
四川,川剧,BV1Ps411i7yr,538.622,川剧的道具也很有趣啊哈哈哈丑萌花哨
四川,川剧,BV1Ps411i7yr,504.574,不得迷恋红尘=脱离低级趣味
四川,川剧,BV1Ps411i7yr,3674.529,皮鞭铲
四川,川剧,BV1Ps411i7yr,3663.001,哈哈
四川,川剧,BV1Ps411i7yr,1394.365,帅啊
四川,川剧,BV1Ps411i7yr,1020.732,川剧打斗可是一绝 看后面吧
四川,川剧,BV1Ps411i7yr,1821.862,演员名字呢
四川,川剧,BV1Ps411i7yr,8122.821,请接收我的膝盖
四川,川剧,BV1Ps411i7yr,7766.677,这台戏，太值了
四川,川剧,BV1Ps411i7yr,7184.653,这个戏，说明整个团都很厉害
四川,川剧,BV1Ps411i7yr,6781.07,小青好功夫
四川,川剧,BV1Ps411i7yr,6058.374,好功夫
四川,川剧,BV1Ps411i7yr,19.678,好高级
四川,川剧,BV1Ps411i7yr,3096.612,失效了？
四川,川剧,BV1Ps411i7yr,2756.934,我晓得
四川,川剧,BV1Ps411i7yr,2618.771,吊打？
四川,川剧,BV1Ps411i7yr,1775.516,王伯伯工具人实锤
四川,川剧,BV1Ps411i7yr,1765.084,僚机典范
四川,川剧,BV1Ps411i7yr,1597.567,拼船
四川,川剧,BV1Ps411i7yr,1542.675,包船。。。哈哈哈
四川,川剧,BV1Ps411i7yr,1477.056,自走船哈哈哈
四川,川剧,BV1Ps411i7yr,1231.731,他是哪个嘛
四川,川剧,BV1Ps411i7yr,1141.364,桃腮杏脸 学习了
四川,川剧,BV1Ps411i7yr,922.406,道友们请了
四川,川剧,BV1Ps411i7yr,694.189,感觉小青唱的有点好呢
四川,川剧,BV1Ps411i7yr,670.222,哈哈哈  贪吃蛇
四川,川剧,BV1Ps411i7yr,608.112,洞中寂寞哈哈哈
四川,川剧,BV1Ps411i7yr,506.074,果盘
四川,川剧,BV1Ps411i7yr,488.177,散会精辟
四川,川剧,BV1Ps411i7yr,459.043,希望川剧能传承传统同时有新的生命。加油加油加油
四川,川剧,BV1Ps411i7yr,4948.31,这下我以为是草
四川,川剧,BV1Ps411i7yr,4275.883,忌酒啊兄弟
四川,川剧,BV1Ps411i7yr,4184.064,垃圾许仙。老子想给你一皮坨
四川,川剧,BV1Ps411i7yr,4001.28,告一哈试一下
四川,川剧,BV1Ps411i7yr,3996.502,打得稀巴烂
四川,川剧,BV1Ps411i7yr,3966.891,你想要成为Rapstar吗
四川,川剧,BV1Ps411i7yr,3923.286,笑死了。你婆娘
四川,川剧,BV1Ps411i7yr,3806.635,不然捏
四川,川剧,BV1Ps411i7yr,3713.792,小青好可爱
四川,川剧,BV1Ps411i7yr,3588.779,厉害
四川,川剧,BV1Ps411i7yr,3471.361,笑死
四川,川剧,BV1Ps411i7yr,3325.611,还我可爱小青
四川,川剧,BV1Ps411i7yr,3325.099,笑死我了
四川,川剧,BV1Ps411i7yr,3225.857,你也真是哈戳戳的
四川,川剧,BV1Ps411i7yr,3157.845,这许仙好虚伪哦嘴上说着不信
四川,川剧,BV1Ps411i7yr,3036.16,你个瓜娃子你全都说了
四川,川剧,BV1Ps411i7yr,3025.92,是妖啊
四川,川剧,BV1Ps411i7yr,3018.581,乱扯
四川,川剧,BV1Ps411i7yr,2994.944,这个许仙黑到了
四川,川剧,BV1Ps411i7yr,2782.122,屁你是来害白娘子的
四川,川剧,BV1Ps411i7yr,173.219,不愧是省剧院，第一次这么大制作的白蛇传
四川,川剧,BV1Ps411i7yr,6348.031,哼哈二将是你吗？
四川,川剧,BV1Ps411i7yr,311.339,我们这的川剧院已经三年没有演出了，已经散了
四川,川剧,BV1Ps411i7yr,7656.563,法海补票
四川,川剧,BV1Ps411i7yr,7604.063,太好看了
四川,川剧,BV1Ps411i7yr,6475.904,好帅的菩萨
四川,川剧,BV1Ps411i7yr,6444.425,川剧白蛇传比京剧有意思多了
四川,川剧,BV1Ps411i7yr,6270.442,这个白蛇身材好好啊
四川,川剧,BV1Ps411i7yr,6257.3,我就说听着像昆腔
四川,川剧,BV1Ps411i7yr,6128.041,小青是痴情男二么？
四川,川剧,BV1Ps411i7yr,4665.208,厉害
四川,川剧,BV1Ps411i7yr,1462.711,这个许仙帅的
四川,川剧,BV1Ps411i7yr,1699.186,老夫少女心都融化了O(∩_∩)O哈哈~
四川,川剧,BV1Ps411i7yr,1036.349,原来桂枝罗汉是许仙啊。O(∩_∩)O哈哈~
四川,川剧,BV1Ps411i7yr,6012.507,道道--儿--    变和尚O(∩_∩)O哈哈~
四川,川剧,BV1Ps411i7yr,5955.299,删减了很多哈\(^o^)/~
四川,川剧,BV1Ps411i7yr,2280.182,85后O(∩_∩)O哈哈~
四川,川剧,BV1Ps411i7yr,1176.266,内江隆昌的^_^
四川,川剧,BV1Ps411i7yr,922.896,川剧一看就懂，京剧看球不懂(＃￣～￣＃)
四川,川剧,BV1Ps411i7yr,1176.4,川南一带，川剧更正。川北也只南充一家正宗，
四川,川剧,BV1Ps411i7yr,5090.519,可甜可咸
四川,川剧,BV1Ps411i7yr,4997.496,太仙了
四川,川剧,BV1Ps411i7yr,4380.968,许仙确实比较渣
四川,川剧,BV1Ps411i7yr,4026.681,这个白蛇太漂亮了
四川,川剧,BV1Ps411i7yr,3676.254,没有小角色，都是好演员
四川,川剧,BV1Ps411i7yr,3604.35,这个丑，功夫真好
四川,川剧,BV1Ps411i7yr,2672.925,剪掉好多啊
四川,川剧,BV1Ps411i7yr,1157.047,北京的
四川,川剧,BV1Ps411i7yr,924.695,川剧就和川菜一样，多了上瘾
四川,川剧,BV1Ps411i7yr,574.225,青哥，我爱你
四川,川剧,BV1Ps411i7yr,1151.78,射洪
四川,川剧,BV1Ps411i7yr,208.801,这还有个人是我沒想到的
四川,川剧,BV1Ps411i7yr,5438.58,其实，蛇本来就不怕雄黄
四川,川剧,BV1Ps411i7yr,4072.904,川剧受众还是有限
四川,川剧,BV1Ps411i7yr,2829.431,藤椅子
四川,川剧,BV1Ps411i7yr,2096.285,哈哈哈
四川,川剧,BV1Ps411i7yr,314.25,白蛇传可不好来啊
四川,川剧,BV1Ps411i7yr,7342.168,好
四川,川剧,BV1Ps411i7yr,7269.637,西班牙斗牛
四川,川剧,BV1Ps411i7yr,3564.925,衣服放在桌子上的
四川,川剧,BV1Ps411i7yr,2706.361,全本八小时
四川,川剧,BV1Ps411i7yr,1325.437,最美小青
四川,川剧,BV1Ps411i7yr,915.286,喜欢仅仅是因为川剧很好，你又刚好喜欢，和年龄没什么关系
四川,川剧,BV1Ps411i7yr,6418.92,法海这么有这牌面，还能指挥哪吒三太子？
四川,川剧,BV1Ps411i7yr,6409.075,这位是老沙？
四川,川剧,BV1Ps411i7yr,7523.017,蓝色螃海
四川,川剧,BV1Ps411i7yr,1966.134,突然觉得这帽子有点像菜花233
四川,川剧,BV1Ps411i7yr,913.799,喜欢不分年龄
四川,川剧,BV1Ps411i7yr,623.399,刚才那个眼神！
四川,川剧,BV1Ps411i7yr,486.759,前面也唱了戒律严
四川,川剧,BV1Ps411i7yr,6553.778,妖气甚重
四川,川剧,BV1Ps411i7yr,1760.487,小青厉害
四川,川剧,BV1Ps411i7yr,4765.988,累的直喘气
四川,川剧,BV1Ps411i7yr,4736.753,膝盖走路流弊啊
四川,川剧,BV1Ps411i7yr,4717.595,表情和动作都绝了
四川,川剧,BV1Ps411i7yr,4668.451,牛壁啊
四川,川剧,BV1Ps411i7yr,4178.429,表情绝了
四川,川剧,BV1Ps411i7yr,4148.34,跳的很好
四川,川剧,BV1Ps411i7yr,204.676,远景我也以为是假的
四川,川剧,BV1Ps411i7yr,8118.587,好！！！
四川,川剧,BV1Ps411i7yr,8054.238,完了，白娘娘永镇雷峰塔
四川,川剧,BV1Ps411i7yr,7874.481,怎么办，快到时间了
四川,川剧,BV1Ps411i7yr,7752.011,太牛逼了，我都要哭出来了
四川,川剧,BV1Ps411i7yr,7311.1,法海，补票。
四川,川剧,BV1Ps411i7yr,7268.319,这得吃多少苦啊，太不易了
四川,川剧,BV1Ps411i7yr,7174.404,流弊啊
四川,川剧,BV1Ps411i7yr,6830.919,这真是青衣吗我的个天呐！
四川,川剧,BV1Ps411i7yr,6314.106,woc直接飞走了
四川,川剧,BV1Ps411i7yr,152.66,戒lu严哈哈哈哈哈
四川,川剧,BV1Ps411i7yr,455.556,想学这个步伐，很酷
四川,川剧,BV1Ps411i7yr,148.89,有机会去现场看一下
四川,川剧,BV1Ps411i7yr,502.165,哈哈哈哈哈哈，这个好像漏嘴
四川,川剧,BV1Ps411i7yr,1862.079,小白和小青的脸型真像是画里走出来的一样，好饱满啊
四川,川剧,BV1Ps411i7yr,8104.476,好
四川,川剧,BV1Ps411i7yr,7851.519,太好看了
四川,川剧,BV1Ps411i7yr,7715.796,好
四川,川剧,BV1Ps411i7yr,7575.209,好累
四川,川剧,BV1Ps411i7yr,7262.916,好
四川,川剧,BV1Ps411i7yr,7228.194,真功夫
四川,川剧,BV1Ps411i7yr,7022.158,法海坐麻了，起不来
四川,川剧,BV1Ps411i7yr,6959.92,小青好凶啊
四川,川剧,BV1Ps411i7yr,6825.339,我女神好厉害
四川,川剧,BV1Ps411i7yr,6747.936,背起就走
四川,川剧,BV1Ps411i7yr,5259.837,厉害
四川,川剧,BV1Ps411i7yr,525.091,这鼓节奏太好听了
四川,川剧,BV1Ps411i7yr,2654.698,哈哈
四川,川剧,BV1Ps411i7yr,1502.717,小青好可爱
四川,川剧,BV1Ps411i7yr,1362.651,好看
四川,川剧,BV1Ps411i7yr,4450.288,+-
四川,川剧,BV1Ps411i7yr,920.906,03
四川,川剧,BV1Ps411i7yr,595.757,现在特别喜欢戏剧
四川,川剧,BV1Ps411i7yr,138.747,白蛇传
四川,川剧,BV1Ps411i7yr,1128.764,雅安的
四川,川剧,BV1Ps411i7yr,1874.132,小青................我 tm
四川,川剧,BV1Ps411i7yr,1785.881,工具人王伯伯哈哈哈哈
四川,川剧,BV1Ps411i7yr,6410.921,知道川渝人如何念哪吒的么？哈哈哈
四川,川剧,BV1Ps411i7yr,5991.976,青蛇好袍哥人家哈哈
四川,川剧,BV1Ps411i7yr,5851.604,前面的应该叫，盘凯！！
四川,川剧,BV1Ps411i7yr,5754.857,撑花儿的别走，我们是老乡哦！
四川,川剧,BV1Ps411i7yr,5410.046,看得好紧张呀
四川,川剧,BV1Ps411i7yr,4596.543,这帮腔一出，瞬间炸裂
四川,川剧,BV1Ps411i7yr,4411.305,以前怕不是许仙的演员要被观众锤啊
四川,川剧,BV1Ps411i7yr,1880.274,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈有事就喊王伯伯
四川,川剧,BV1Ps411i7yr,1969.589,古代大姐是对女性的尊称啊
