省份,剧种,BV号,视频进度(秒),弹幕内容
北京,京剧,BV1C4411x7JX,6478.631,这一声真不错
北京,京剧,BV1C4411x7JX,1428.107,有啊
北京,京剧,BV1C4411x7JX,28.766,有七个人
北京,京剧,BV1C4411x7JX,5986.765,经典来了
北京,京剧,BV1C4411x7JX,251.831,人少唉
北京,京剧,BV1C4411x7JX,230.856,有人吗
北京,京剧,BV1C4411x7JX,7722.509,也算胜天一命
北京,京剧,BV1C4411x7JX,275.817,有两个人和我一起看
北京,京剧,BV1C4411x7JX,7162.482,夜深沉鼓，琴双绝
北京,京剧,BV1C4411x7JX,4956.175,《胜负如何》
北京,京剧,BV1C4411x7JX,3759.352,《追》
北京,京剧,BV1C4411x7JX,3476.439,？
北京,京剧,BV1C4411x7JX,3334.128,狗贼
北京,京剧,BV1C4411x7JX,3237.115,能干！
北京,京剧,BV1C4411x7JX,3200.528,《辩证法》
北京,京剧,BV1C4411x7JX,6960.699,大王自己的心都要稳还这么稳定军心哈哈哈哈
北京,京剧,BV1C4411x7JX,6234.19,再哭。别叫
北京,京剧,BV1C4411x7JX,273.155,96
北京,京剧,BV1C4411x7JX,5970.704,刘邦表示因为我也是楚人啊
北京,京剧,BV1C4411x7JX,3714.276,不讲武德来骗来偷袭
北京,京剧,BV1C4411x7JX,1425.681,有
北京,京剧,BV1C4411x7JX,6477.579,突出情感
北京,京剧,BV1C4411x7JX,5680.578,在我看来这一段虞姬心怀天下，其实只恨秦的残暴，对楚汉之中的胜负不是很敏感，只希望战争早些结束，百姓安定
北京,京剧,BV1C4411x7JX,176.589,下摆没流苏啊
北京,京剧,BV1C4411x7JX,4920.512,袁四爷看的是程蝶衣演的贵妃醉酒。不是霸王别姬
北京,京剧,BV1C4411x7JX,1890.903,现在是14；8
北京,京剧,BV1C4411x7JX,1887.421,在
北京,京剧,BV1C4411x7JX,1871.788,就俩人
北京,京剧,BV1C4411x7JX,1870.464,我看见了
北京,京剧,BV1C4411x7JX,6929.74,已经众叛亲离，四面楚歌了
北京,京剧,BV1C4411x7JX,275.174,07
北京,京剧,BV1C4411x7JX,6229.036,没人看？！？
北京,京剧,BV1C4411x7JX,7457.624,不给
北京,京剧,BV1C4411x7JX,3487.169,有勇无谋还怪人家
北京,京剧,BV1C4411x7JX,3221.43,你就该死
北京,京剧,BV1C4411x7JX,271.991,95后
北京,京剧,BV1C4411x7JX,260.516,默默欣赏的在此
北京,京剧,BV1C4411x7JX,275.728,14
北京,京剧,BV1C4411x7JX,1237.622,这是史敏姐姐啊
北京,京剧,BV1C4411x7JX,750.267,喜全啊
北京,京剧,BV1C4411x7JX,5596.043,雨霖铃歌里有这段
北京,京剧,BV1C4411x7JX,2126.306,霸王像只不听话的猫
北京,京剧,BV1C4411x7JX,1134.353,？？？
北京,京剧,BV1C4411x7JX,1183.262,都是男的
北京,京剧,BV1C4411x7JX,3872.618,花枪？
北京,京剧,BV1C4411x7JX,181.505,项羽倒是白脸。
北京,京剧,BV1C4411x7JX,26.166,各位好啊
北京,京剧,BV1C4411x7JX,508.256,好
北京,京剧,BV1C4411x7JX,3512.07,還甩鍋
北京,京剧,BV1C4411x7JX,746.737,粉红色的是谁啊
北京,京剧,BV1C4411x7JX,3275.555,起兵，破汉
北京,京剧,BV1C4411x7JX,7927.696,心如死灰
北京,京剧,BV1C4411x7JX,5082.854,同步了！
北京,京剧,BV1C4411x7JX,1440.549,有哇
北京,京剧,BV1C4411x7JX,289.006,02
北京,京剧,BV1C4411x7JX,239.883,有呀
北京,京剧,BV1C4411x7JX,1883.589,在吗
北京,京剧,BV1C4411x7JX,1875.146,两个人
北京,京剧,BV1C4411x7JX,1863.92,兄弟就咱两个看
北京,京剧,BV1C4411x7JX,7666.942,那是模仿马叫
北京,京剧,BV1C4411x7JX,5290.306,这是史姐姐啊。。。女的
北京,京剧,BV1C4411x7JX,2546.635,都想太平 但是都想是自己的天下太平
北京,京剧,BV1C4411x7JX,3154.787,感觉项羽好像换人了
北京,京剧,BV1C4411x7JX,1427.905,有
北京,京剧,BV1C4411x7JX,348.784,项羽是谁唱的呀
北京,京剧,BV1C4411x7JX,4786.227,气力不足啊。都盖不住
北京,京剧,BV1C4411x7JX,251.663,有呀
北京,京剧,BV1C4411x7JX,20.06,你好，我好，大家好
北京,京剧,BV1C4411x7JX,3056.562,赶紧退兵啊
北京,京剧,BV1C4411x7JX,273.288,04
北京,京剧,BV1C4411x7JX,4696.409,来了来了
北京,京剧,BV1C4411x7JX,5699.82,我没声儿了？？？
北京,京剧,BV1C4411x7JX,5699.82,我没声儿了？？？
北京,京剧,BV1C4411x7JX,5699.818,我没声儿了？？？
北京,京剧,BV1C4411x7JX,4979.318,音画不同步啊
北京,京剧,BV1C4411x7JX,4955.866,这咋音画不同步了
北京,京剧,BV1C4411x7JX,6484.814,悲从中来
北京,京剧,BV1C4411x7JX,6446.391,霸王看得我好着急。
北京,京剧,BV1C4411x7JX,590.184,？？？？？？
北京,京剧,BV1C4411x7JX,272.819,我05！
北京,京剧,BV1C4411x7JX,142.819,ohhhhhhhhhhhhhh
北京,京剧,BV1C4411x7JX,7139.237,好
北京,京剧,BV1C4411x7JX,7126.904,心中过于腹黑的不可用
北京,京剧,BV1C4411x7JX,7097.948,胆子过大则不能大用
北京,京剧,BV1C4411x7JX,7069.826,性格决定命运啊
北京,京剧,BV1C4411x7JX,7045.034,悲情啊
北京,京剧,BV1C4411x7JX,4921.348,是霸王亮相后走向虞姬的那几步
北京,京剧,BV1C4411x7JX,284.212,00
北京,京剧,BV1C4411x7JX,7154.935,曲牌 夜深沉 单独拿出来听也行
北京,京剧,BV1C4411x7JX,274.879,06
北京,京剧,BV1C4411x7JX,252.087,有只是在默默欣赏，没有评论
北京,京剧,BV1C4411x7JX,10.122,大家好
北京,京剧,BV1C4411x7JX,44.037,各位好
北京,京剧,BV1C4411x7JX,2914.118,镜头跟错了
北京,京剧,BV1C4411x7JX,3246.305,汉奸
北京,京剧,BV1C4411x7JX,346.394,项羽为什么用花脸
北京,京剧,BV1C4411x7JX,1849.945,这能忍？
北京,京剧,BV1C4411x7JX,278.849,06
北京,京剧,BV1C4411x7JX,1138.502,？？？
北京,京剧,BV1C4411x7JX,272.348,00年
北京,京剧,BV1C4411x7JX,6477.622,这一声请唱得我泪目了，悲凉啊
北京,京剧,BV1C4411x7JX,3512.642,还搁这观后效呢，还是没长记性
北京,京剧,BV1C4411x7JX,3244.21,上一幕韩信就说李左车是诈降了
北京,京剧,BV1C4411x7JX,3203.711,唯物主义战士
北京,京剧,BV1C4411x7JX,2941.652,《一战定成功》
北京,京剧,BV1C4411x7JX,310.14,07
北京,京剧,BV1C4411x7JX,957.871,毕竟年轻气盛
北京,京剧,BV1C4411x7JX,154.131,这个个眼神，太绝了
北京,京剧,BV1C4411x7JX,6644.876,我的妈呀，爱
北京,京剧,BV1C4411x7JX,250.087,有啊，必须有
北京,京剧,BV1C4411x7JX,3741.454,真•一打九
北京,京剧,BV1C4411x7JX,3437.824,溜了溜了
北京,京剧,BV1C4411x7JX,836.847,好多手办
北京,京剧,BV1C4411x7JX,752.139,长得像都督hhh
北京,京剧,BV1C4411x7JX,6946.616,这是戏，稳个屁
北京,京剧,BV1C4411x7JX,218.432,好
北京,京剧,BV1C4411x7JX,2429.263,不得不说这个刘邦有点帅奥
北京,京剧,BV1C4411x7JX,1353.143,这个声音好通透好听
北京,京剧,BV1C4411x7JX,3860.194,他们拿的这叫什么啊
北京,京剧,BV1C4411x7JX,275.305,05
北京,京剧,BV1C4411x7JX,30.354,有
北京,京剧,BV1C4411x7JX,4710.257,京剧演出你给我说录好的？？？你问问观众同不同意？演员本人同不同意？
北京,京剧,BV1C4411x7JX,273.575,05的
北京,京剧,BV1C4411x7JX,276.778,08
北京,京剧,BV1C4411x7JX,275.503,04
北京,京剧,BV1C4411x7JX,3327.81,妙啊！竟然还能回去
北京,京剧,BV1C4411x7JX,1137.643,？？？
北京,京剧,BV1C4411x7JX,270.806,21年，今年14
北京,京剧,BV1C4411x7JX,226.707,有
北京,京剧,BV1C4411x7JX,270.63,03年的
北京,京剧,BV1C4411x7JX,252.408,有的事，霸王别姬多好看
北京,京剧,BV1C4411x7JX,19.917,你好
北京,京剧,BV1C4411x7JX,16.501,和谐的弹幕
北京,京剧,BV1C4411x7JX,274.424,06
北京,京剧,BV1C4411x7JX,7359.154,好！
北京,京剧,BV1C4411x7JX,278.438,12
北京,京剧,BV1C4411x7JX,273.895,21
北京,京剧,BV1C4411x7JX,6543.229,名场面！！！！
北京,京剧,BV1C4411x7JX,271.059,18岁
北京,京剧,BV1C4411x7JX,282.536,18岁
北京,京剧,BV1C4411x7JX,1880.841,大王:我不
北京,京剧,BV1C4411x7JX,1879.652,da
北京,京剧,BV1C4411x7JX,7342.414,好！
北京,京剧,BV1C4411x7JX,6485.204,深情对视
北京,京剧,BV1C4411x7JX,6459.021,好!
北京,京剧,BV1C4411x7JX,4995.49,不同步看的我要精神分裂了2333333
北京,京剧,BV1C4411x7JX,3458.058,霸王：要撤也得我唱完这一段再撤
北京,京剧,BV1C4411x7JX,635.577,自己查史书
北京,京剧,BV1C4411x7JX,6302.397,吃面条
北京,京剧,BV1C4411x7JX,294.9,8
北京,京剧,BV1C4411x7JX,5074.302,力能扛鼎，破釜沉舟
北京,京剧,BV1C4411x7JX,25.606,有
北京,京剧,BV1C4411x7JX,272.237,00
北京,京剧,BV1C4411x7JX,249.6,有
北京,京剧,BV1C4411x7JX,6937.195,人都跑完了说稳就稳？
北京,京剧,BV1C4411x7JX,1983.648,说不动
北京,京剧,BV1C4411x7JX,7630.982,夏侯婴？
北京,京剧,BV1C4411x7JX,6541.091,真的好听
北京,京剧,BV1C4411x7JX,280.526,01
北京,京剧,BV1C4411x7JX,28.571,有
北京,京剧,BV1C4411x7JX,686.781,喜欢霸王的我也是！
北京,京剧,BV1C4411x7JX,405.158,麦没安好啊项伯
北京,京剧,BV1C4411x7JX,275.946,十八啦！
北京,京剧,BV1C4411x7JX,23.209,有的！
北京,京剧,BV1C4411x7JX,7531.289,头皮发麻
北京,京剧,BV1C4411x7JX,245.74,没人欣赏国粹吗
北京,京剧,BV1C4411x7JX,276.259,97的 哈哈哈哈
北京,京剧,BV1C4411x7JX,274.263,98年
北京,京剧,BV1C4411x7JX,273.638,我06
北京,京剧,BV1C4411x7JX,6143.597,这可不是用心态说事。人一个将军，底下是千万士兵，身侧是妻儿老小，身后又肩负一个国家。这没法输，为人的尊严来讲也不能输
北京,京剧,BV1C4411x7JX,270.364,02
北京,京剧,BV1C4411x7JX,1995.937,哎，项羽要是沉稳一点应该就不会输了
北京,京剧,BV1C4411x7JX,1467.395,有人了
北京,京剧,BV1C4411x7JX,1427.99,牛B
北京,京剧,BV1C4411x7JX,1421.735,有人？
北京,京剧,BV1C4411x7JX,221.243,没人吗
北京,京剧,BV1C4411x7JX,925.573,项羽：我清醒的很 项伯：您可拉倒吧...
北京,京剧,BV1C4411x7JX,7797.002,至今思项羽，不敢过江东
北京,京剧,BV1C4411x7JX,6947.515,好漂亮
北京,京剧,BV1C4411x7JX,6931.033,项羽已经心态崩了，咋稳住军心
北京,京剧,BV1C4411x7JX,6131.91,心态不好
北京,京剧,BV1C4411x7JX,5955.509,四面楚歌
北京,京剧,BV1C4411x7JX,5572.436,好！
北京,京剧,BV1C4411x7JX,4665.096,名场面要来了
北京,京剧,BV1C4411x7JX,4004.612,你还有脸说话
北京,京剧,BV1C4411x7JX,3437.501,被坑了
北京,京剧,BV1C4411x7JX,3240.216,这不是个好人吧
北京,京剧,BV1C4411x7JX,3169.219,为啥带着虞姬
北京,京剧,BV1C4411x7JX,293.397,99
北京,京剧,BV1C4411x7JX,233.052,这段调好高
北京,京剧,BV1C4411x7JX,470.136,帅
北京,京剧,BV1C4411x7JX,2594.139,这时候的韩信还是有胡子的，为啥未央宫就没有了呢？
北京,京剧,BV1C4411x7JX,280.303,00后的
北京,京剧,BV1C4411x7JX,5801.626,失败主义士兵
北京,京剧,BV1C4411x7JX,290.134,guo
北京,京剧,BV1C4411x7JX,7130.607,彩
北京,京剧,BV1C4411x7JX,6942.214,比电影好看啊
北京,京剧,BV1C4411x7JX,6828.025,经典
北京,京剧,BV1C4411x7JX,32.48,嗨！
北京,京剧,BV1C4411x7JX,6461.509,好！！！！！！！！
北京,京剧,BV1C4411x7JX,283.759,00后
北京,京剧,BV1C4411x7JX,302.84,表示天天迷
北京,京剧,BV1C4411x7JX,20.315,1
北京,京剧,BV1C4411x7JX,20.179,你好
北京,京剧,BV1C4411x7JX,5008.997,八千子弟何在
北京,京剧,BV1C4411x7JX,6799.816,你的杯刚扔了，自己捡回来去
北京,京剧,BV1C4411x7JX,466.071,准叔啊
北京,京剧,BV1C4411x7JX,39.99,准叔！
北京,京剧,BV1C4411x7JX,271.457,我00
北京,京剧,BV1C4411x7JX,273.628,高一表示不错
北京,京剧,BV1C4411x7JX,267.012,看这戏的都是哪个年龄段的？
北京,京剧,BV1C4411x7JX,4794.225,怎么音画不同步
北京,京剧,BV1C4411x7JX,3234.308,你从哪听说的？
北京,京剧,BV1C4411x7JX,953.757,虞子期好粉！
北京,京剧,BV1C4411x7JX,2346.971,我把项羽引过来，然后咱们团
北京,京剧,BV1C4411x7JX,2116.75,虞姬：老娘撤退都快点烂了
北京,京剧,BV1C4411x7JX,5293.32,史姐姐是女孩子
北京,京剧,BV1C4411x7JX,3705.159,大型群殴现场
北京,京剧,BV1C4411x7JX,24.693,好啊大家
北京,京剧,BV1C4411x7JX,1031.255,李左车顺风接屁有一手的
北京,京剧,BV1C4411x7JX,903.412,胯夫是骂韩信钻裆
北京,京剧,BV1C4411x7JX,21.21,各位好
北京,京剧,BV1C4411x7JX,3427.651,你终于发现了啊老东西
北京,京剧,BV1C4411x7JX,253.554,好高清。。。
北京,京剧,BV1C4411x7JX,3477.203,哈哈哈虞姬这表情
北京,京剧,BV1C4411x7JX,2010.812,这flag立的
北京,京剧,BV1C4411x7JX,680.809,让他死
北京,京剧,BV1C4411x7JX,7309.988,vhhhu
北京,京剧,BV1C4411x7JX,7858.62,真好哭
北京,京剧,BV1C4411x7JX,7503.622,哭了哭了
北京,京剧,BV1C4411x7JX,6461.972,好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
北京,京剧,BV1C4411x7JX,3334.019,你这大大滴奸啧
北京,京剧,BV1C4411x7JX,466.796,准左车
北京,京剧,BV1C4411x7JX,4915.727,袁四爷说的五步七步是哪里啊
北京,京剧,BV1C4411x7JX,3506.311,这b早该砍了
北京,京剧,BV1C4411x7JX,3421.122,《缺粮》
北京,京剧,BV1C4411x7JX,1978.937,战术后退
北京,京剧,BV1C4411x7JX,821.869,人多哈哈哈哈哈哈哈哈
北京,京剧,BV1C4411x7JX,444.451,力拔山兮气盖世
北京,京剧,BV1C4411x7JX,169.39,霸王别姬
北京,京剧,BV1C4411x7JX,683.657,自古喜欢霸王，现在特来听此戏
北京,京剧,BV1C4411x7JX,7697.912,现在是英雄末路
北京,京剧,BV1C4411x7JX,849.172,红色卡纸？？？
北京,京剧,BV1C4411x7JX,423.905,电平爆了
北京,京剧,BV1C4411x7JX,3100.663,骑马
北京,京剧,BV1C4411x7JX,841.805,这都是上京的？
北京,京剧,BV1C4411x7JX,593.426,我听着就像 结果真是
北京,京剧,BV1C4411x7JX,7943.215,壮烈啊
北京,京剧,BV1C4411x7JX,20.668,有
北京,京剧,BV1C4411x7JX,212.306,开了、
北京,京剧,BV1C4411x7JX,2536.259,都想天下太平
北京,京剧,BV1C4411x7JX,7658.26,阴间音乐
北京,京剧,BV1C4411x7JX,7166.199,好看~
北京,京剧,BV1C4411x7JX,5090.787,手好好看~
北京,京剧,BV1C4411x7JX,4970.877,不是我的锅，是老天的~
北京,京剧,BV1C4411x7JX,2182.625,揍他丫的
北京,京剧,BV1C4411x7JX,2078.843,那就哄哄他叭~
北京,京剧,BV1C4411x7JX,2013.565,妃子该有的眼色~
北京,京剧,BV1C4411x7JX,1996.552,死了都要爱~~不淋漓尽致不痛快~
北京,京剧,BV1C4411x7JX,1971.183,我不听我不听我不听
北京,京剧,BV1C4411x7JX,1842.114,你敢不气？
北京,京剧,BV1C4411x7JX,1823.098,发生肾么事了？
北京,京剧,BV1C4411x7JX,1805.112,跟小老婆抱怨：气死我啦，美人儿快来安慰我！
北京,京剧,BV1C4411x7JX,1456.92,项羽：感觉有点绿~
北京,京剧,BV1C4411x7JX,1448.885,嗨呀！我要和你私密会谈~
北京,京剧,BV1C4411x7JX,1411.114,发生肾么事了？
北京,京剧,BV1C4411x7JX,1353.256,皮肤都粗糙了~
北京,京剧,BV1C4411x7JX,1222.463,这个裙摆，爱了爱了
北京,京剧,BV1C4411x7JX,1171.019,美人儿应有的排面~
北京,京剧,BV1C4411x7JX,1156.376,美人儿：我来啦~
北京,京剧,BV1C4411x7JX,991.209,露出狡黠的目光~
北京,京剧,BV1C4411x7JX,942.671,我不要面子的啊~
北京,京剧,BV1C4411x7JX,901.058,来人哇，阉了他~
北京,京剧,BV1C4411x7JX,887.347,太极十三鞭~
北京,京剧,BV1C4411x7JX,865.897,你怎么敢的啊，小瘪三~
北京,京剧,BV1C4411x7JX,850.564,越看越气，但海是想看~~~
北京,京剧,BV1C4411x7JX,829.609,大王：发生肾么事了？
北京,京剧,BV1C4411x7JX,875.094,气成河豚.jpg~哈哈哈哈哈
北京,京剧,BV1C4411x7JX,3941.516,项羽有勇无谋
北京,京剧,BV1C4411x7JX,1122.362,无用了
北京,京剧,BV1C4411x7JX,25.643,怎么会没人
北京,京剧,BV1C4411x7JX,16.704,有人陪我看嘛
北京,京剧,BV1C4411x7JX,6990.445,这个霸王让人好心疼啊！
北京,京剧,BV1C4411x7JX,6540.4,高能啊！
北京,京剧,BV1C4411x7JX,5697.628,楚歌起
北京,京剧,BV1C4411x7JX,1774.403,有的，在看呢
北京,京剧,BV1C4411x7JX,4039.516,完了，中计了
北京,京剧,BV1C4411x7JX,4031.877,项羽又怒了
北京,京剧,BV1C4411x7JX,4007.242,李左车，你个身在曹营心在汉的谋略耍的六啊
北京,京剧,BV1C4411x7JX,30.631,哈喽呀
北京,京剧,BV1C4411x7JX,7627.083,太草率了吧……
北京,京剧,BV1C4411x7JX,6469.585,谁能告诉我为什么要这样唱
北京,京剧,BV1C4411x7JX,6923.837,为什么不出去稳住军心
北京,京剧,BV1C4411x7JX,5460.098, 天宽的心受围困还稳睡
北京,京剧,BV1C4411x7JX,5295.65,女的
北京,京剧,BV1C4411x7JX,5072.175,这心理素质怎当上的霸王
北京,京剧,BV1C4411x7JX,4593.053,大王怎会逃
北京,京剧,BV1C4411x7JX,4021.981,激将大师，恨不能拜服你袍下
北京,京剧,BV1C4411x7JX,3501.21,兵不厌诈
北京,京剧,BV1C4411x7JX,10.131,年轻人就该多听京剧
北京,京剧,BV1C4411x7JX,733.449,粉红色好好看
北京,京剧,BV1C4411x7JX,626.638,想要有人科普历史
北京,京剧,BV1C4411x7JX,29.818,嗨，你好!
北京,京剧,BV1C4411x7JX,16.694,你好
北京,京剧,BV1C4411x7JX,7683.028,怎么感觉霸王有点矮
北京,京剧,BV1C4411x7JX,67.514,鲁肃可是优秀的青年演员
北京,京剧,BV1C4411x7JX,6464.744,好！
北京,京剧,BV1C4411x7JX,5000.429,这时候了你还甩锅
北京,京剧,BV1C4411x7JX,4001.383,是你小子？
北京,京剧,BV1C4411x7JX,3152.855,纛旗折断，马惊了，不吉
北京,京剧,BV1C4411x7JX,2502.016,黄马褂
北京,京剧,BV1C4411x7JX,678.386,笑声好魔性
北京,京剧,BV1C4411x7JX,1855.096,别这么可爱，严肃点哈哈哈
北京,京剧,BV1C4411x7JX,5285.526,这个虞姬是男的还是女的，我看很多唱旦的都是男的
北京,京剧,BV1C4411x7JX,1771.036,有人吗
北京,京剧,BV1C4411x7JX,23.026,有人
北京,京剧,BV1C4411x7JX,7992.469,以后再来
北京,京剧,BV1C4411x7JX,4705.24,凑合看吧兄弟
北京,京剧,BV1C4411x7JX,6820.486,演的真好
北京,京剧,BV1C4411x7JX,6816.05,流泪了
北京,京剧,BV1C4411x7JX,3422.297,兵不厌诈
北京,京剧,BV1C4411x7JX,2481.012,四面楚歌
北京,京剧,BV1C4411x7JX,1891.954,有勇无谋？
北京,京剧,BV1C4411x7JX,1861.028,哈哈哈哈哈哈哈
北京,京剧,BV1C4411x7JX,199.56,终于找到京剧了，有没有推荐看京剧全本的地方啊
北京,京剧,BV1C4411x7JX,25.645,嗨
北京,京剧,BV1C4411x7JX,23.884,嗨
北京,京剧,BV1C4411x7JX,162.559,千金记吗？
北京,京剧,BV1C4411x7JX,1960.316,？
北京,京剧,BV1C4411x7JX,1985.094,不听好人话
北京,京剧,BV1C4411x7JX,3409.94,这个啊好可爱哈哈哈
北京,京剧,BV1C4411x7JX,1857.309,哈哈哈哈哈哈哈哈好可爱前面的弹幕
北京,京剧,BV1C4411x7JX,1023.535,是的
北京,京剧,BV1C4411x7JX,461.023,(◦˙▽˙◦)
北京,京剧,BV1C4411x7JX,573.856,准叔
北京,京剧,BV1C4411x7JX,4774.764,史姐姐 年纪不大呀
北京,京剧,BV1C4411x7JX,1115.597,稀稀
北京,京剧,BV1C4411x7JX,4082.613,冲动是魔鬼
北京,京剧,BV1C4411x7JX,6201.346,啊呀
北京,京剧,BV1C4411x7JX,13.394,有人陪我看！
北京,京剧,BV1C4411x7JX,450.826,急急忙忙上金殿
北京,京剧,BV1C4411x7JX,4124.704,好久没听流水了
北京,京剧,BV1C4411x7JX,2988.261,虞姬好像在飘啊
北京,京剧,BV1C4411x7JX,5503.449,好！
北京,京剧,BV1C4411x7JX,3515.001,这什么领导……
北京,京剧,BV1C4411x7JX,0.636,0.
北京,京剧,BV1C4411x7JX,4694.804,这本来就是假唱的，拍前先录好音的，怕上台发挥不好
北京,京剧,BV1C4411x7JX,1018.836,是奸细吧
北京,京剧,BV1C4411x7JX,212.083,开了
北京,京剧,BV1C4411x7JX,6456.758,好
北京,京剧,BV1C4411x7JX,1911.424,戏曲本来就有演绎的成分，看个有趣就行了。
北京,京剧,BV1C4411x7JX,3506.22,2？？？？？？？
北京,京剧,BV1C4411x7JX,69.691,终于轮到我了，我是第八个评论员，大家有什么想问的？
北京,京剧,BV1C4411x7JX,1460.333,这个哦 就很灵性
北京,京剧,BV1C4411x7JX,943.923,项王这么冲动的？？？？？
北京,京剧,BV1C4411x7JX,216.154,有人的，在认真看戏
北京,京剧,BV1C4411x7JX,6549.534,入了化境了
北京,京剧,BV1C4411x7JX,255.822,你好
北京,京剧,BV1C4411x7JX,4781.252,这个虞姬是个年轻演员
北京,京剧,BV1C4411x7JX,7724.058,霸王雄魂丧乌江
北京,京剧,BV1C4411x7JX,691.19,233
北京,京剧,BV1C4411x7JX,9.359,你好
北京,京剧,BV1C4411x7JX,3132.763,安抚乌骓？
北京,京剧,BV1C4411x7JX,212.036,没人嘛？
北京,京剧,BV1C4411x7JX,203.568,火钳刘明
北京,京剧,BV1C4411x7JX,200.066,火钳刘明
北京,京剧,BV1C4411x7JX,4765.2,这个虞姬是不是年纪挺大了
北京,京剧,BV1C4411x7JX,446.02,霸王演员的念白很棒，很有气势很霸王
北京,京剧,BV1C4411x7JX,411.622,项伯这个演员的收音气声有点重
北京,京剧,BV1C4411x7JX,212.253,嗯
北京,京剧,BV1C4411x7JX,2457.349,弹幕blablablablabla
北京,京剧,BV1C4411x7JX,1476.847,来了
北京,京剧,BV1C4411x7JX,0.754,自我感觉良好
北京,京剧,BV1C4411x7JX,5.459,你好
北京,京剧,BV1C4411x7JX,4.159,你好
北京,京剧,BV1C4411x7JX,2208.298,金光闪闪
北京,京剧,BV1C4411x7JX,3096.118,这个是在干嘛啊？
北京,京剧,BV1C4411x7JX,237.459,不错欸，收藏收藏
北京,京剧,BV1C4411x7JX,206.687,我没开弹幕吗？
北京,京剧,BV1C4411x7JX,7706.132,终是霸王别别了姬，弃了江山负了你！
北京,京剧,BV1C4411x7JX,7702.016,别了虞姬，魂断乌江
北京,京剧,BV1C4411x7JX,6324.665,霸王妖精睁开了吗？
北京,京剧,BV1C4411x7JX,1480.412,尚老板的霸王啥时候出场
北京,京剧,BV1C4411x7JX,1471.29,弹幕
北京,京剧,BV1EW411M7A6,1304.403,双兔傍地走，一箭全送走。
北京,京剧,BV1EW411M7A6,2.785,有没有从《戏神》来的
北京,京剧,BV1EW411M7A6,973.427,待孩儿前去送死……
北京,京剧,BV1EW411M7A6,333.729,就照这个画质什么《锁麟囊》《珠帘寨》《红娘》《白蛇传》都给我来一遍。
北京,京剧,BV1EW411M7A6,1341.258,空有一腔报国血，奈何帝王寒人心
北京,京剧,BV1EW411M7A6,932.813,《一家子白脸》
北京,京剧,BV1EW411M7A6,1566.562,素素这段眼神绝了，从惊，到对藩王的怒，意欲领兵，又想到遗憾
北京,京剧,BV1EW411M7A6,1039.881,哪吒:如此甚好！我们一起来踢毽子吧！
北京,京剧,BV1EW411M7A6,313.251,这是一种创新吧，电影版京剧，画质很好，每场都有的话多好
北京,京剧,BV1EW411M7A6,973.951,暴揍我儿的笑死我啦哈哈哈哈哈哈哈
北京,京剧,BV1EW411M7A6,128.154,看了戏神以后来的举个手
北京,京剧,BV1EW411M7A6,603.347,有的人表面上是寇准，其实是四郎
北京,京剧,BV1EW411M7A6,1050.052,一个敢吹，一个敢信。笑死我了
北京,京剧,BV1EW411M7A6,1017.272,人要正确认识自己
北京,京剧,BV1EW411M7A6,1024.416,我和我爸的吹b日常
北京,京剧,BV1EW411M7A6,1755.704,他俩不欺负别人就不错了
北京,京剧,BV1EW411M7A6,1641.249,【西皮原板】
北京,京剧,BV1EW411M7A6,1458.776,有事钟无艳，无事夏迎春。
北京,京剧,BV1EW411M7A6,1314.071,兔子夫妻双双把家还
北京,京剧,BV1EW411M7A6,1625.673,隔这么远说悄悄话可还行
北京,京剧,BV1EW411M7A6,1159.337,手里拐杖最牛了，见君不拜，拐杖点地就可
北京,京剧,BV1EW411M7A6,1084.862,哈哈哈哈哈哈哈深井冰啊半夜笑出声
北京,京剧,BV1EW411M7A6,1997.127,每次看收水袖收的这么整齐就觉得好厉害
北京,京剧,BV1EW411M7A6,60.052,从戏神来的
北京,京剧,BV1EW411M7A6,1896.987,然后你儿子给你捧个帅印回来了
北京,京剧,BV1EW411M7A6,104.196,偷偷告诉你，是刻刀刻的
北京,京剧,BV1EW411M7A6,1225.486,堂堂杨家满门忠烈，到最后穆桂英挂帅，十二寡妇征西夏，唉……
北京,京剧,BV1EW411M7A6,1832.734,上一次见到这么得瑟的表情是孙猴子炫耀袈裟的时候
北京,京剧,BV1EW411M7A6,40.31,刷一波《我不是戏神》
北京,京剧,BV1EW411M7A6,674.668,心虛.gif
北京,京剧,BV1EW411M7A6,1487.606,这谁顶得住啊
北京,京剧,BV1EW411M7A6,1767.338,金花:好像这么回事
北京,京剧,BV1EW411M7A6,1336.081,兔：兔兔不怕，兔兔能生QAQ
北京,京剧,BV1EW411M7A6,6.624,都是从戏神来的
北京,京剧,BV1EW411M7A6,776.489,你大宋朝还有几个贤臣？
北京,京剧,BV1EW411M7A6,1046.082,这俩这么看还怪萌的（x）
北京,京剧,BV1EW411M7A6,775.756,自有奸臣作栋梁
北京,京剧,BV1EW411M7A6,14.865,前面戏神那个等等我
北京,京剧,BV1EW411M7A6,1029.767,这个王伦不太聪明的亚子233
北京,京剧,BV1EW411M7A6,1086.225,我和沙雕网友的日常
北京,京剧,BV1EW411M7A6,1148.084,没记错的话她当初也是文官下轿武官下马的待遇了吧
北京,京剧,BV1EW411M7A6,1018.368,我超勇的.jpg
